Participant ID,rank,smiles,Enamine catalog ID,mol_weight,logP,PAINS passed [y/n],Method,MMGBSA,Wim Recc.,Jude Recc.,Vina Score,Pharmaco score,smiles_match_experimental,similar_to,similarity_scores,bad_apples
1972,,Cc1cc(C)nc(C(=O)Nc2cccc(C(C)(C)c3nnn[nH]3)c2)c1,PV-002939864165,336.39899,3.9555924,,wim pharmacophore,,1.0,,,,0.0,,,No pScore
1972,,Cc1cc(C(=O)Nc2cccc(C(C)(C)c3nnn[nH]3)c2)nc(C)n1,PV-003467937726,337.38699,3.2760222,,wim pharmacophore,,1.0,,,,0.0,,,No pScore
1972,,Cn1cnnc1Sc1ccc(NC(=O)[C@]23CO[C@](C[NH3+])(C2)C3)cc1,Z3099733423,345.42001,0.63008803,,wim pharmacophore,,1.0,,,,0.0,,,No pScore
1972,,[NH3+]C[C@@H]1CCCN(C(=O)c2cccc(OCc3cscn3)c2)C1,Z2301730404,331.42999,1.29164,,wim pharmacophore,,1.0,,,,0.0,,,No pScore
1972,,[NH3+]C[C@]12C[C@](C(=O)Nc3cccc(Cn4cnnc4)c3)(CO1)C2,Z3103871141,313.36099,-0.51843834,,wim pharmacophore,,1.0,,,,0.0,,,No pScore
1972,,Cn1ccnc1COc1ccc(C(=O)N2CCC[C@H](C[NH3+])C2)cc1,Z2440037276,328.41599,0.72974783,,wim pharmacophore,,1.0,,,,0.0,,,No pScore
1972,,O=C(Nc1cccc(C[NH+]2CCCCC2)c1)C1(n2cnnn2)CCCCC1,Z2473323915,368.48499,3.0841775,,wim pharmacophore,,1.0,,,,0.0,Z2473316968|Z2621742909|Z2621693915,0.96|0.9|0.85,No pScore
1972,,Cc1nc(COc2cccc(C(=O)N3CCCC[C@H](C[NH3+])C3)c2)no1,Z3144506726,344.41501,1.3787732,,wim pharmacophore,,1.0,,,,0.0,Z2440040050,0.89,No pScore
1972,,O=C(Nc1cccc(C[NH+]2CCCC2)c1)C1(n2cnnn2)CCOCC1,Z2621693769,356.42999,0.8015244,,wim pharmacophore,,1.0,,,,0.0,Z2621742909|Z2621693915,0.8|0.85,No pScore
1972,,CC(C)(C(=O)Nc1cccc(C[NH+]2CCCCC2)c1)n1cnnn1,Z3295407853,328.42001,2.05829,,wim pharmacophore,,1.0,,,,0.0,Z3295389817,0.94,Moderate pScore
1972,,O=C(Nc1cccc(C[NH+]2CCCC2)c1)C1(n2cnnn2)CCCCC1,Z2473316968,354.45801,2.6396089,,wim pharmacophore,,1.0,,,,0.0,Z2473323915|Z2621742909|Z2621693915,0.96|0.86|0.89,No pScore
1972,,CC(C)(C(=O)Nc1cccc(C[NH+]2CCCC2)c1)n1cnnn1,Z3295389817,314.39301,1.6137213,,wim pharmacophore,,1.0,,,,0.0,Z3295407853,0.94,Moderate pScore
1972,,O=C(Nc1cccc(C[NH+]2CCCCC2)c1)C1(n2cnnn2)CC1,Z2621742909,326.40399,1.7504715,,wim pharmacophore,,1.0,,,,0.0,Z2473323915|Z2621693769|Z2473316968|Z2621693915,0.9|0.8|0.86|0.94,No pScore
1972,,Cc1nc(COc2cccc(C(=O)N3CCC[C@H](C[NH3+])C3)c2)no1,Z2440040050,330.388,0.958534,,wim pharmacophore,,1.0,,,,0.0,Z3144506726,0.89,No pScore
1972,,O=C(Nc1cccc(C[NH+]2CCCC2)c1)C1(n2cnnn2)CC1,Z2621693915,312.37701,1.3059028,,wim pharmacophore,,1.0,,,,0.0,Z2473323915|Z2621693769|Z2473316968|Z2621742909,0.85|0.85|0.89|0.94,No pScore
1972,,[NH3+][C@@H]1C[C@H]1c1ccc(NC(=O)C2(c3cccnc3)CC(F)(F)C2)cc1,3|,344.385,2.485,,classifier REAL + MMGBSA + amine,-51.4,,,,,0.0,,,No pScore
1972,,Cc1cc(C[NH+](C)C)cc(NC(=O)c2cccc(C3(O)COC3)c2)c1,Z4320146312,341.431,1.10962,,classifier REAL + MMGBSA + amine,-57.96,,,,,0.0,,,No pScore
1972,,[NH3+]C1(c2cccc(NC(=O)c3cc(C4CC4)ccn3)c2)CCOCC1,Z3518568935,338.431,2.4589,,classifier REAL + MMGBSA + amine,-53.55,,,,,0.0,,,No pScore
1972,,C[C@@H](NC(=O)c1cccc(C2(F)C[NH2+]C2)c1)c1cccnc1F,Z4422139754,318.347,1.4535,,classifier REAL + MMGBSA + amine,-50.73,,,,,0.0,Z4422139754,1.0,No pScore
1972,,C[C@@H](O)c1cccc(NC(=O)c2cccc(C3(F)C[NH2+]C3)c2)c1,Z4210118504,315.368,1.734,,classifier REAL + MMGBSA + amine,-52.33,,,,,0.0,,,No pScore
1972,,CC(F)(F)c1cncc(C(=O)Nc2cc(C[NH3+])cc(C(F)(F)F)c2)c1,Z3792671948,360.306,3.2063,,classifier REAL + MMGBSA + amine,-50.63,,,,,0.0,,,No pScore
1972,,O=C(Nc1cccc(C2(CO)CC2)c1)c1cccc(C2(F)C[NH2+]C2)c1,Z6408882039,341.406,1.7046,,classifier REAL + MMGBSA + amine,-64.21,,,,,0.0,,,No pScore
1972,,C[C@@H]([NH3+])c1cccc(NC(=O)c2cccc(C3(F)C[NH2+]C3)c2)c1,Z4210297065,315.392,0.9836,,classifier REAL + MMGBSA + amine,-51.25,,,,,0.0,,,No pScore
1972,,C[C@H](O)c1cccc(NC(=O)c2cccc(C3(C[NH3+])CC3)c2)c1,PV-003223205824,311.405,2.2657,,classifier REAL + MMGBSA + amine,-52.58,,,,,0.0,,,No pScore
1972,,[NH3+]CC1(c2cccc(C(=O)Nc3cccc(C(F)(F)CF)c3)c2)CC1,PV-003136762018,349.376,3.2737,,classifier REAL + MMGBSA + amine,-49.77,,,,,0.0,,,No pScore
1972,,CCN(Cc1cccc(NC(=O)Nc2ccc(C[NH+]3CCCC3)c(C(F)(F)F)c2)c1)C(=O)C(F)(F)F,m_2430bbb____22525090____22585252,517.491,4.439,,infinisee REAL + MMGBSA + amine,-60.16,,,,,0.0,m_2430bbb____22525090____22585254,0.83,No pScore
1972,,CCN(Cc1cccc(NC(=O)Nc2ccc(C[NH+]3CCCC3)c(C(F)(F)F)c2)c1)C(C)=O,m_2430bbb____22525090____22585254,463.521,3.897,,infinisee REAL + MMGBSA + amine,-62.97,,,,,0.0,m_2430bbb____22525090____22585252,0.83,No pScore
1972,,O=C(CN(Cc1ccc(F)cc1)C1CCC1)Nc1ccc(C[NH+]2CCCCC2)cc1,m_2230bec____16637212____14795296,411.562,1.971,,infinisee REAL + MMGBSA + amine,-61.46,,,,,0.0,,,No pScore
1972,,C[C@@H]1C[C@@H](C)C[NH+](Cc2ccccc2CNC(=O)N[C@H](c2ccccc2)C2(CO)CCCC2)C1,m_2708baa____907258____13192978,464.67,3.841,,infinisee REAL + MMGBSA + amine,-64.56,,,,,0.0,,,Moderate pScore
1972,,Cc1cc([N@H+]2CCC[C@@H](O)C2)ccc1NC(=O)NCc1ccccc1C[N@@H+]1CCC[C@@H](C)C1,m_2708baa____907048____24021858,451.631,3.093,,infinisee REAL + MMGBSA + amine,-60.35,,,,,0.0,,,No pScore
1972,,O=C(NCc1cccc(C[NH+]2CCCCCC2)c1)NCc1ccccc1N1CC[C@@H](O)C1,m_2708baa____2307424____21538310,437.604,2.216,,infinisee REAL + MMGBSA + amine,-59.51,,,,,0.0,,,No pScore
1972,,C[C@@H]1C[C@@H](C)C[NH+](Cc2ccccc2CNC(=O)N[C@@H](c2ccccc2)C2CCC2)C1,m_2708baa____907258____3365470,420.617,4.088,,infinisee REAL + MMGBSA + amine,-60.32,,,,,0.0,,,No pScore
1972,,C[C@@H]1CCC[N@@H+](Cc2ccccc2CNC(=O)N[C@@H](c2ccccc2F)C2CCCC2)C1,m_2708baa____907048____6958126,438.607,4.371,,infinisee REAL + MMGBSA + amine,-64.14,,,,,0.0,,,No pScore
1972,,COC(=O)C1(c2cccc(NC(=O)Nc3ccc(Cl)c(C[NH+]4CCCCC4)c3)c2)CCC1,m_2430bbb____6493264____22586094,456.991,4.147,,infinisee REAL + MMGBSA + amine,-59.97,,,,,0.0,,,No pScore
1972,,O=C(NCc1ccccc1C[NH+]1CCCCCC1)N[C@@H](c1cccc(F)c1)C1CC1,m_2708baa____4833158____23980732,410.554,3.735,,infinisee REAL + MMGBSA + amine,-65.56,,,,,0.0,m_2708baa____4833158____7026140,0.91,No pScore
1972,,C[C@@H]1CCC[N@@H+](Cc2ccccc2CNC(=O)N[C@@H](c2c(F)cccc2F)C2CCC2)C1,m_2708baa____907048____20011210,442.571,4.12,,infinisee REAL + MMGBSA + amine,-60.47,,,,,0.0,,,No pScore
1972,,C[C@@H]1C[C@@H](C)C[NH+](Cc2ccccc2CNC(=O)N[C@@H](c2c(F)cccc2F)C2CCC2)C1,m_2708baa____907258____20011210,456.597,4.366,,infinisee REAL + MMGBSA + amine,-61.68,,,,,0.0,,,No pScore
1972,,C[C@@H]1C[C@@H](C)C[NH+](Cc2ccccc2CNC(=O)Nc2ccc([NH+]3CC(O)C3)cc2)C1,m_2708baa____907258____23985224,423.578,2.25,,infinisee REAL + MMGBSA + amine,-63.06,,,,,0.0,,,No pScore
1972,,C[C@@H]1CCC[N@@H+](Cc2ccccc2CNC(=O)N(Cc2cccc(O)c2)CC2CC2)C1,m_2708baa____907048____24020390,422.589,3.329,,infinisee REAL + MMGBSA + amine,-67.46,,,,,0.0,,,No pScore
1972,,CC(C)(O)CCN(Cc1ccccc1)C(=O)Nc1ccc(Cl)c(C[NH+]2CCCCC2)c1,m_2430bbb____6493264____13772104,445.024,4.104,,infinisee REAL + MMGBSA + amine,-76.69,,,,,0.0,,,Low pScore
1972,,COc1ccccc1[C@@H](CC(C)C)NC(=O)NCc1ccccc1C[N@@H+]1CCC[C@@H](C)C1,m_2708baa____907048____6442094,438.632,4.097,,infinisee REAL + MMGBSA + amine,-63.82,,,,,0.0,,,Low pScore
1972,,C[C@@H]1C[C@@H](C)C[NH+](Cc2ccccc2CNC(=O)N(Cc2ccccc2F)CC2CC2)C1,m_2708baa____907258____12058282,438.607,4.008,,infinisee REAL + MMGBSA + amine,-62.16,,,,,0.0,,,No pScore
1972,,CC(=O)N1CCN(c2ccccc2CN2CCC(=O)N(Cc3ccccc3C[N@H+]3CCCC[C@H]3C)C2=O)CC1,m_277130aaa____15461078____15467308____14751406,532.705,2.667,,infinisee REAL + MMGBSA + amine,-60.25,,,,,0.0,m_277130aaa____15459340____15468200____14751406,0.81,No pScore
1972,,CC(C)CN(Cc1cccc(F)c1)C(=O)NCc1ccccc1C[NH+]1C[C@H](C)C[C@@H](C)C1,m_2708baa____907258____2247288,440.623,4.254,,infinisee REAL + MMGBSA + amine,-66.24,,,,,0.0,,,Low pScore
1972,,COC(=O)C1(c2cccc(NC(=O)Nc3ccccc3C[N@@H+](C)C3CCCCC3)c2)CCC1,m_2430bbb____737662____22586094,450.599,4.273,,infinisee REAL + MMGBSA + amine,-60.6,,,,,0.0,,,No pScore
1972,,O=C(NCc1ccccc1C[NH+]1CCCCCC1)N(Cc1ccccc1F)C1CCOCC1,m_2708baa____4833158____16643628,454.606,3.675,,infinisee REAL + MMGBSA + amine,-60.34,,,,,0.0,m_2708baa____4833158____2990612,0.84,No pScore
1972,,CC1CC[NH+](Cc2ccc(NC(=O)C(=O)N(Cc3cccc(F)c3)C3CCC3)cc2)CC1,m_2718cba____13162178____1008704,438.564,3.16,,infinisee REAL + MMGBSA + amine,-63.52,,,,,0.0,,,Low pScore
1972,,O=C(NCc1ccccc1C[NH+]1CCCCCC1)N(Cc1cccc(F)c1)C1CCC1,m_2708baa____4833158____13162176,424.581,4.049,,infinisee REAL + MMGBSA + amine,-59.91,,,,,0.0,,,No pScore
1972,,C[C@@H]1CCCC[N@@H+]1Cc1ccccc1CNC(=O)Nc1ccc([N@H+]2CC[C@@H](O)C2)cc1,m_2708baa____907038____23984790,423.578,2.537,,infinisee REAL + MMGBSA + amine,-66.81,,,,,0.0,,,No pScore
1972,,O=C(Nc1ccc(C[NH+]2CCCC2)c(C(F)(F)F)c1)N(Cc1cccc(F)c1)C1CC1,m_2430bbb____22525090____1010242,436.47,4.22,,infinisee REAL + MMGBSA + amine,-60.57,,,,,0.0,m_2430cab____22525090____7024868,0.91,No pScore
1972,,O=C(Nc1ccc(C[NH+]2CCCC2)c(C(F)(F)F)c1)N(Cc1cccc(O)c1)CC1CC1,m_2430cab____22525090____4836042,448.506,4.034,,infinisee REAL + MMGBSA + amine,-64.96,,,,,0.0,,,No pScore
1972,,O=C(Nc1ccc(C[NH+]2CCCC2)c(C(F)(F)F)c1)N[C@H](c1ccccc1)C1(CO)CCCC1,m_2430cab____22525090____12875830,476.56,4.3,,infinisee REAL + MMGBSA + amine,-61.65,,,,,0.0,m_2430bbb____22525090____10902520,0.95,No pScore
1972,,O=C(Nc1ccc(C[NH+]2CCCC2)c(C(F)(F)F)c1)N(Cc1ccccc1)CC1(O)CCCC1,m_2430bbb____22525090____7116040,476.56,4.223,,infinisee REAL + MMGBSA + amine,-60.65,,,,,0.0,,,No pScore
1972,,O=C(Nc1ccc(C[NH+]2CCCC2)c(C(F)(F)F)c1)N[C@H](c1ccccc1)C1(CO)CCC1,m_2430bbb____22525090____10902520,462.533,3.909,,infinisee REAL + MMGBSA + amine,-61.05,,,,,0.0,m_2430cab____22525090____12875830,0.95,No pScore
1972,,CC(=O)N1CCN(c2ccccc2CNC(=O)C(=O)Nc2cccc(C[NH+]3CCCCC3)c2)CC1,m_2718cba____5175848____868436,478.613,1.179,,infinisee REAL + MMGBSA + amine,-60.21,,,,,0.0,,,No pScore
1972,,C[C@@H]1CCCC[N@@H+]1Cc1ccccc1CNC(=O)N(CCC(C)(C)O)Cc1ccccc1,m_2708baa____907038____13772108,438.632,3.517,,infinisee REAL + MMGBSA + amine,-60.7,,,,,0.0,,,Low pScore
1972,,O=C(Nc1ccc(Cl)c(C[NH+]2CCCCC2)c1)Nc1ccccc1[C@H]1CCOC1,m_2430bbb____6493264____19660868,414.954,4.057,,infinisee REAL + MMGBSA + amine,-60.31,,,,,0.0,,,No pScore
1972,,Cc1cc(C)cc(C(=O)Nc2cc(S(=O)(=O)N3CCCC3)ccc2OCC(F)(F)F)c1,Z28425221,456.486,4.28134,,vina + fingerprints,-999.0,1.0,,-9.6,,0.0,,,No pScore
1972,,N#Cc1cccc(-c2c[nH]c(CNC(=O)C3CCC4CCCCC4C3)n2)c1,Z1549121910,362.477,4.17108,,vina + fingerprints,-999.0,1.0,,-9.3,,0.0,,,No pScore
1972,,CN1CCCc2cc(CNC(=O)NC3N=C(c4ccccc4)NS3)ccc21,Z940677828,381.505,2.85,,vina + fingerprints,-999.0,1.0,,-9.4,,0.0,,,No pScore
1972,,CC1(c2cccc(NC(=O)c3ccc4c(c3)OCO4)c2)NC(=O)NC1=O,Z424328864,353.334,1.7222,,vina + fingerprints,-999.0,1.0,,-9.6,,0.0,,,No pScore
1972,,CC1(c2cccc(NC(=O)c3ccc(-n4cncn4)cc3)c2)NC(=O)NC1=O,Z424331798,376.376,1.5742,,vina + fingerprints,-999.0,1.0,,-9.5,,0.0,,,No pScore
1972,,CC1(c2cccc(NC(=O)c3cncc(Br)c3)c2)NC(=O)NC1=O,Z424328848,389.209,2.151,,vina + fingerprints,-999.0,1.0,,-9.2,,0.0,,,No pScore
1972,,CC1Oc2ccc(NC(=O)c3cc4c(s3)-c3ccccc3OC4)cc2NC1=O,Z110098782,392.436,4.2792,,vina + fingerprints,-999.0,1.0,,-9.6,,0.0,,,No pScore
1972,,Cc1cc(C)n2ncc(-c3noc(C4CCOc5ccccc54)n3)c2n1,Z1170087494,347.378,3.31054,,vina + fingerprints,-999.0,1.0,,-9.4,,0.0,,,No pScore
1972,,Cn1c(=O)c2ccc(C(=O)NCC(c3c(F)cccc3Cl)[NH+]3CCCC3)nc2n(C)c1=O,Z384410828,460.917,0.5745,,vina + fingerprints,-999.0,1.0,,-9.5,,0.0,Z384410828,1.0,No pScore
1972,,Cc1ccc(-n2nnnc2SCC(=O)Nc2ccc3c(c2)OCCCO3)cc1C,Z66760382,411.487,3.17124,,vina + fingerprints,-999.0,1.0,,-9.2,,0.0,,,No pScore
1972,,CC[NH+](CC)CCNC(=O)c1ccc(NC(=O)C2c3ccccc3Oc3ccccc32)cc1,Z26393337,444.555,3.2174,,vina + MMGBSA,-67.74,,,-9.4,,0.0,,,No pScore
1972,,CC1(C)C(=O)Nc2ccccc2N1C(=O)COC(=O)c1nn(Cc2ccccc2)c(=O)c2ccccc12,Z15497168,496.523,3.3655,,vina + MMGBSA,-67.24,,,-9.8,,0.0,,,No pScore
1972,,O=C(Cc1ccccc1F)N1CCN(C(=O)NCc2ccccc2COCc2ccccc2)CC1,Z885889506,475.564,4.139,,vina + MMGBSA,-67.18,,,-9.3,,0.0,,,No pScore
1972,,CCN(c1ccccc1)S(=O)(=O)c1cc(C(=O)NCC(c2ccco2)[NH+]2CCCCC2)ccc1C,Z26996491,496.653,3.34312,,vina + MMGBSA,-66.91,,,-9.3,,0.0,,,No pScore
1972,,COc1ccccc1C(CNC(=O)c1ccc2c(=O)n3c(nc2c1)CCCCC3)[NH+]1CCCC1,Z28475766,461.586,2.2813,,vina + MMGBSA,-66.43,,,-9.3,,0.0,,,No pScore
1972,,Cc1nc(NC(=O)CCCc2nc3ccccc3c(=O)[nH]2)sc1Cc1ccc2c(c1)OCO2,Z29000042,462.531,3.96892,,vina + MMGBSA,-65.42,,,-9.7,,0.0,,,No pScore
1972,,O=C(C=Cc1ccccc1)NC1=[N+]=C2N=CC=CN2Cc2ccccc21,Z56786272,341.394,2.0997,,vina + MMGBSA,-65.12,,,-10.3,,0.0,,,No pScore
1972,,CC1CCC[NH+](Cc2ccc(CNC(=O)CCCOc3ccc4c(c3)CCC(=O)N4)cc2)C1,Z421504842,450.603,2.8615,,vina + MMGBSA,-64.74,,,-9.2,,0.0,,,No pScore
1972,,C[NH+]1CCc2nc(C=Cc3cccc(OCc4cccc(C#N)c4)c3)[nH]c(=O)c2C1,Z2026306780,399.474,1.96178,,vina + MMGBSA,-64.55,,,-9.9,,0.0,,,No pScore
1972,,CCc1noc2ncc(C(=O)NCc3ccccc3C[NH+]3CCCCC3C)cc12,Z759571834,393.511,2.6725,,vina + MMGBSA,-64.52,,,-9.2,,0.0,,,No pScore
1972,,C[NH+]1CCN(C(c2ccccc2)c2nc(-c3ccc(Oc4ccc(F)cc4)nc3)no2)CC1,Z1908278290,446.506,2.9827,,vina + MMGBSA,-64.27,,,-9.5,,0.0,,,No pScore
1972,,O=C1CN(c2ccc(NC(=O)NC(CN3CCCC3=O)c3ccccc3)cn2)CCN1,Z434564418,422.489,1.503,,vina + MMGBSA,-63.64,,,-9.6,,0.0,,,No pScore
1972,,Cc1ccc2nc(COC(=O)C3c4ccccc4Oc4ccccc43)cc(=O)n2c1,Z54071732,398.418,3.98392,,vina + MMGBSA,-63.39,,,-9.9,,0.0,,,No pScore
1972,,O=C(NC1CCSc2ccc(F)cc21)c1ccc(NS(=O)(=O)c2ccc3[nH]c(=O)[nH]c3c2)cc1,Z131483750,498.561,3.763,,vina + MMGBSA,-63.21,,,-9.7,,0.0,,,No pScore
1972,,CC(C)Cn1nc(C(=O)NC(CN2CCCC2=O)c2ccccc2)c2ccccc2c1=O,Z437056864,432.524,3.146,,vina + MMGBSA,-62.66,,,-9.4,,0.0,,,Moderate pScore
1972,,Cc1cc(=O)oc2cc(NC(=O)N(Cc3cccnc3)CC3CCCO3)ccc12,Z603291104,393.443,3.70952,,vina + MMGBSA,-62.22,,,-9.4,,0.0,,,No pScore
1972,,O=C(NC1=[N+]=C2N=CC=CN2Cc2ccccc21)c1cc(F)c(F)c(F)c1F,Z56781845,387.316,2.2565,,vina + MMGBSA,-62.17,,,-9.3,,0.0,,,No pScore
1972,,Cc1ccc(-c2nnc(-c3ccc(C(=O)NCc4ccccc4C[NH+]4CCCC4)cc3)o2)cc1,Z147088942,453.566,3.82072,,vina + MMGBSA,-62.14,,,-9.2,,0.0,,,No pScore
1972,,Cc1c(C(=O)NCc2ccccc2C[NH+]2CCCCC2C)[nH]c2c1C(=O)CCC2,Z424508008,394.539,2.72942,,vina + MMGBSA,-61.9,,,-9.2,,0.0,,,No pScore
1972,,Fc1ccc(-c2cnc(C[NH+]3CCCC3Cn3cnc4ccccc43)o2)cc1,Z1523151619,377.443,3.0779,,vina + MMGBSA,-61.7,,,-9.3,,0.0,,,No pScore
1972,,O=C(Nc1ccc(-n2cncn2)nc1)C(Oc1ccccc1)c1ccccc1,Z443024818,371.4,3.4211,,vina + MMGBSA,-61.7,,,-9.2,,0.0,,,No pScore
1972,,CC1CN(S(=O)(=O)c2cccc(C(=O)NC(c3cccc(F)c3)c3nccn3C)c2)CC(C)O1,Z167565772,486.569,2.8765,,vina + MMGBSA,-61.19,,,-9.5,,0.0,,,No pScore
1972,,Cn1nc(C(=O)Nc2cc(S(=O)(=O)N3CCCCC3)ccc2Cl)c2ccccc2c1=O,Z30491927,460.943,3.0138,,vina + MMGBSA,-61.08,,,-9.2,,0.0,Z30491927,1.0,No pScore
1972,,Cn1nc(C(=O)Nc2cc(S(=O)(=O)N3CCCCC3)ccc2Cl)c2ccccc2c1=O,Z30491927,460.943,3.0138,,vina + MMGBSA,-61.08,,,-9.2,,0.0,Z30491927,1.0,No pScore
1972,,O=C1NCC(COC(=O)c2cc(-c3ccc(Cl)cc3)nc3ccccc23)O1,Z57014360,382.803,3.8204,,vina + MMGBSA,-61.0,,,-9.3,,0.0,,,No pScore
1972,,Cc1ccc(NC(=O)C(OC(=O)C2CCC(=O)N2)c2ccccc2)cc1Cl,Z71213470,386.835,3.15002,,vina + MMGBSA,-60.87,,,-9.2,,0.0,,,Moderate pScore
1972,,CN(c1ccccc1)S(=O)(=O)c1cccc(NC(=O)COc2cccc(-n3cnnn3)c2)c1,Z16884331,464.507,2.5049,,vina + MMGBSA,-60.81,,,-9.3,,0.0,,,No pScore
1972,,COc1ccc(C2CCCCC[NH+]2CCC(=O)Nc2ccc(N3CCCC3=O)cc2)cc1,Z126474592,436.576,3.3508,,vina + MMGBSA,-60.66,,,-9.4,,0.0,,,No pScore
1972,,Cc1ccc(C)c(N2C(=O)c3ccc(C(=O)Nc4ccccc4C(=O)NC4CC4)cc3C2=O)c1,Z27609293,453.498,4.24854,,vina + MMGBSA,-60.65,,,-10.0,,0.0,,,No pScore
1972,,O=C(Nc1ccc(C(=O)NC2CC2)c(Cl)c1)NC(CN1CCCC1=O)c1ccccc1,Z595617162,440.931,3.7174,,vina + MMGBSA,-60.55,,,-9.3,,0.0,,,No pScore
1972,,c1ccc(C(CNc2ncnc3c2cnn3-c2ncccn2)c2ccccc2)cc1,Z1502689706,393.454,3.8495,,vina + MMGBSA,-60.49,,,-9.7,,0.0,,,No pScore
1972,,CC(Sc1nnc(-c2cc(-c3cccs3)nc3ccccc23)o1)C(=O)c1c(N)n(C)c(=O)n(C)c1=O,Z15436840,520.596,3.3564,,vina + MMGBSA,-60.43,,,-9.2,,0.0,,,No pScore
1972,,Cc1cc(C(=O)N2CCN(C(=O)Nc3cccc(Cn4cccnc4=O)c3)CC2)c(C)o1,Z603722276,435.484,2.49134,,vina + MMGBSA,-59.77,,,-9.4,,0.0,,,No pScore
1972,,Cc1noc2ncc(C(=O)N3CCN(C(=O)C(c4ccccc4)c4ccccc4)CC3)cc12,Z289492786,440.503,3.64772,,vina + MMGBSA,-59.7,,,-9.6,,0.0,,,No pScore
1972,,CC1CN(S(=O)(=O)c2cccc(C(=O)NC(c3ccccc3F)c3nccn3C)c2)CC(C)O1,Z167572918,486.569,2.8765,,vina + MMGBSA,-59.63,,,-9.4,,0.0,,,No pScore
1972,,NC(=O)C1CCC[NH+](Cc2ccc(NC(=O)C3CCN(C(=O)COc4ccccc4)CC3)cc2)C1,Z991655380,479.601,1.2229,,vina + MMGBSA,-59.56,,,-9.3,,0.0,,,No pScore
1972,,CCCCn1nc(C(=O)Nc2cccc(S(=O)(=O)N3CCCC3)c2)c2ccccc2c1=O,Z30225557,454.552,3.2334,,vina + MMGBSA,-59.54,,,-9.4,,0.0,,,No pScore
1972,,CC(C1CC2CCC1C2)N1C(=O)C(=O)N(CC(=O)Nc2ccc3c(c2)OCCO3)C1=O,Z26303988,427.457,2.0118,,vina + MMGBSA,-59.44,,,-10.3,,0.0,,,No pScore
1972,,O=C(CSc1nnc(-c2nn(Cc3ccccc3)c(=O)c3ccccc23)o1)n1cc[nH]c1=O,Z15434645,460.475,2.4171,,vina + MMGBSA,-59.13,,,-9.3,,0.0,,,No pScore
1972,,CC(C)Cn1nc(C(=O)NNC(=O)c2n[nH]c(=O)c3ccccc23)c2ccccc2c1=O,Z29576985,432.44,1.3638,,vina + MMGBSA,-59.11,,,-9.9,,0.0,,,Moderate pScore
1972,,NC(=O)c1ccc(N2CCCC2)c(NC(=O)c2ccc3c(c2)CCC(=O)N3)c1,Z165037048,378.432,2.5227,,vina + MMGBSA,-58.98,,,-9.5,,0.0,,,No pScore
1972,,O=C(Nc1ccc(Cl)c(C[NH+]2CCCCC2)c1)N(Cc1ccccc1)C[C@@H](O)c1ccco1,m_2430bbb____6493264____6814606,469.005,4.2695,,infinisee patent1 + MMGBSA,-73.24,,,,,0.0,,,No pScore
